EGID_chiff,EWID,ID,Belegungsjahr,Bauperiode,Quartiersgruppe,Quartiersgruppe Name,Wohnungsgroesse,Anz_Kinder,Anz_Erwachsene,HH_Typ,HH_Typ_label,Erstellungsjahr,Wechsel,Dichte,Ueberbelegung,WGM
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2014,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2015,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2016,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2017,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2018,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55,1.0,0-163-57-186-165-159-122-82-174-60-177-232-38-131-201-129-169-201-125-110-121-214-251-28-230-248-180-10-220-135-250-55-1.0,2019,8022,13,Lachen,4,0,2,5,Haushalte mit zwei Erwachsenen,2014,False,0.5,False,4
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,2.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-2.0,2018,8023,13,Lachen,5,0,1,1,Einpersonenhaushalt,2016,False,0.2,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,2.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-2.0,2019,8023,13,Lachen,5,0,2,5,Haushalte mit zwei Erwachsenen,2016,True,0.4,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,3.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-3.0,2016,8023,13,Lachen,5,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.4,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,3.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-3.0,2017,8023,13,Lachen,5,0,1,1,Einpersonenhaushalt,2016,True,0.2,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,3.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-3.0,2018,8023,13,Lachen,5,0,1,1,Einpersonenhaushalt,2016,False,0.2,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,3.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-3.0,2019,8023,13,Lachen,5,0,1,1,Einpersonenhaushalt,2016,False,0.2,False,5
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,4.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-4.0,2016,8023,13,Lachen,3,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.6666666666666666,False,3
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,4.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-4.0,2017,8023,13,Lachen,3,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.6666666666666666,False,3
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,4.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-4.0,2018,8023,13,Lachen,3,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.6666666666666666,False,3
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,4.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-4.0,2019,8023,13,Lachen,3,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.6666666666666666,False,3
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,5.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-5.0,2016,8023,13,Lachen,6,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.3333333333333333,False,6+
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,5.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-5.0,2017,8023,13,Lachen,6,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.3333333333333333,False,6+
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,5.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-5.0,2018,8023,13,Lachen,6,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.3333333333333333,False,6+
0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186,5.0,0-179-129-113-45-253-25-61-23-233-133-131-62-71-68-217-77-244-172-42-203-241-217-213-42-66-171-62-116-168-48-186-5.0,2019,8023,13,Lachen,6,0,2,5,Haushalte mit zwei Erwachsenen,2016,False,0.3333333333333333,False,6+
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,2.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-2.0,2018,8022,11,Winkeln,4,2,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.75,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,2.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-2.0,2019,8022,11,Winkeln,4,2,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.75,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,3.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-3.0,2017,8022,11,Winkeln,5,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.5,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,3.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-3.0,2018,8022,11,Winkeln,5,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.5,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,3.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-3.0,2019,8022,11,Winkeln,5,0,3,6,Haushalte mit drei oder mehr Erwachsenen,2017,True,0.6,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,4.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-4.0,2018,8022,11,Winkeln,4,0,2,5,Haushalte mit zwei Erwachsenen,2017,False,0.5,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,4.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-4.0,2019,8022,11,Winkeln,4,1,1,2,Eine erwachsene Person mit mindestens einer Person unter 18 Jahren,2017,True,0.375,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,5.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-5.0,2017,8022,11,Winkeln,5,2,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.6,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,5.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-5.0,2018,8022,11,Winkeln,5,2,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.6,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,5.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-5.0,2019,8022,11,Winkeln,5,2,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.6,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,6.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-6.0,2017,8022,11,Winkeln,5,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.5,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,6.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-6.0,2018,8022,11,Winkeln,5,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.5,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,6.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-6.0,2019,8022,11,Winkeln,5,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.5,False,5
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,7.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-7.0,2018,8022,11,Winkeln,4,1,3,4,Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.875,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,7.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-7.0,2019,8022,11,Winkeln,4,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,True,0.625,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,8.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-8.0,2017,8022,11,Winkeln,4,0,2,5,Haushalte mit zwei Erwachsenen,2017,False,0.5,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,8.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-8.0,2018,8022,11,Winkeln,4,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,True,0.625,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,8.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-8.0,2019,8022,11,Winkeln,4,1,2,3,Zwei Erwachsene mit mindestens einer Person unter 18 Jahren,2017,False,0.625,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,9.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-9.0,2018,8022,11,Winkeln,4,0,2,5,Haushalte mit zwei Erwachsenen,2017,False,0.5,False,4
1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72,9.0,1-10-26-188-184-127-183-51-55-26-46-152-187-252-21-220-69-131-34-138-84-42-179-140-157-2-120-206-11-97-86-72-9.0,2019,8022,11,Winkeln,4,0,2,5,Haushalte mit zwei Erwachsenen,2017,False,0.5,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2013,8022,31,Rotmonten,4,0,3,6,Haushalte mit drei oder mehr Erwachsenen,2011,False,0.75,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2014,8022,31,Rotmonten,4,0,2,5,Haushalte mit zwei Erwachsenen,2011,True,0.5,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2015,8022,31,Rotmonten,4,0,2,5,Haushalte mit zwei Erwachsenen,2011,False,0.5,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2016,8022,31,Rotmonten,4,0,2,5,Haushalte mit zwei Erwachsenen,2011,False,0.5,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2017,8022,31,Rotmonten,4,0,3,6,Haushalte mit drei oder mehr Erwachsenen,2011,True,0.75,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2018,8022,31,Rotmonten,4,0,3,6,Haushalte mit drei oder mehr Erwachsenen,2011,False,0.75,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,1.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-1.0,2019,8022,31,Rotmonten,4,0,3,6,Haushalte mit drei oder mehr Erwachsenen,2011,False,0.75,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2011,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2012,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2013,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2014,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2015,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2016,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2017,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2018,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81,2.0,10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81-2.0,2019,8022,31,Rotmonten,4,0,1,1,Einpersonenhaushalt,2011,False,0.25,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2014,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2015,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2016,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2017,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2018,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,1.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-1.0,2019,8022,24,Innenstadt,3,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.6666666666666666,False,3
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2013,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2014,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2015,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2016,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2017,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2018,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17,2.0,10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17-2.0,2019,8022,24,Innenstadt,4,0,2,5,Haushalte mit zwei Erwachsenen,2013,False,0.5,False,4
10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162,1.0,10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162-1.0,2013,8022,23,St.Georgen,2,0,1,1,Einpersonenhaushalt,2013,False,0.5,False,2
10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162,1.0,10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162-1.0,2014,8022,23,St.Georgen,2,0,1,1,Einpersonenhaushalt,2013,False,0.5,False,2
10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162,1.0,10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162-1.0,2015,8022,23,St.Georgen,2,0,1,1,Einpersonenhaushalt,2013,False,0.5,False,2
